,Sales-,Sales Growth %,Expenses-,Material Cost %,Manufacturing Cost %,Employee Cost %,Other Cost %,Operating Profit,OPM %,Other Income,Interest,Depreciation,Profit before tax,Tax %,Net Profit,EPS in Rs,Dividend Payout %,Share Capital-,Equity Capital,Reserves,Borrowings,Other Liabilities-,Trade Payables,Advance from Customers,Other liability items,Total Liabilities,Fixed Assets-,Gross Block,Accumulated Depreciation,CWIP,Investments,Other Assets-,Inventories,Trade receivables,Cash Equivalents,Loans n Advances,Other asset items,Total Assets,company_id,Non controlling int,Preference Capital,Other Liabilities+
Mar 2011,33.10,,30.99,84%,5%,2%,4%,2.11,6.37%,0.10,0.59,0.23,1.39,30.22%,0.97,1.78,44.78%,5.43,5.43,6.42,6.23,6.91,4.69,0.32,1.87,24.99,2.86,5.32,2.46,0.14,0.27,21.72,3.51,8.30,2.38,6.50,1.03,24.99,530627,0.03,,
Mar 2012,28.93,-12.60%,27.54,80%,4%,2%,9%,1.39,4.80%,0.06,0.47,0.28,0.70,32.86%,0.50,0.91,87.52%,5.47,5.47,6.90,6.60,6.99,4.63,0.24,2.13,25.96,3.51,6.24,2.73,0.22,0.28,21.95,3.93,7.91,0.83,4.25,5.03,25.96,530627,-0.01,,
Mar 2013,34.32,18.63%,32.84,75%,9%,3%,9%,1.48,4.31%,0.05,0.49,0.39,0.65,30.77%,0.45,0.82,97.24%,5.47,5.47,6.89,9.28,11.15,7.69,0.19,3.36,32.79,4.24,7.26,3.02,0.14,0.28,28.13,4.95,11.78,1.54,4.53,5.33,32.79,530627,-0.09,,
Mar 2014,44.28,29.02%,42.47,74%,8%,3%,11%,1.81,4.09%,0.07,0.57,0.48,0.83,32.53%,0.60,1.10,72.93%,5.47,5.47,7.00,9.25,12.78,9.06,0.33,3.51,34.50,4.82,8.32,3.50,0.07,0.28,29.33,6.51,10.10,1.98,5.48,5.26,34.50,530627,-0.12,,
Mar 2015,52.46,18.47%,50.12,77%,9%,3%,7%,2.34,4.46%,0.12,0.68,0.72,1.06,33.96%,0.72,1.32,60.78%,5.47,5.47,7.15,10.17,13.88,9.89,0.37,3.77,36.67,6.34,10.46,4.12,0.09,0.28,29.96,5.95,11.98,2.27,4.56,5.20,36.67,530627,-0.15,,
Mar 2016,52.52,0.11%,49.67,72%,11%,4%,8%,2.85,5.43%,0.10,0.66,0.91,1.38,33.33%,0.91,1.66,48.09%,5.47,5.47,7.55,6.74,13.05,9.91,0.37,2.90,32.81,5.84,10.87,5.03,0.13,0.28,26.56,5.14,10.39,2.21,3.37,5.45,32.81,530627,-0.13,,
Mar 2017,57.16,8.83%,53.92,71%,10%,4%,8%,3.24,5.67%,0.55,0.61,0.78,2.40,32.50%,1.62,2.59,30.91%,6.26,6.26,11.61,10.46,17.68,14.12,0.19,3.51,46.01,6.47,7.26,0.78,1.26,0.66,37.62,7.68,14.80,4.70,4.70,5.74,46.01,530627,-0.14,,
Mar 2018,79.20,38.56%,74.90,76%,8%,4%,6%,4.30,5.43%,0.70,0.90,0.70,3.40,33.82%,2.24,2.90,27.57%,7.72,7.72,17.63,18.82,26.33,22.89,0.30,3.29,70.50,6.43,7.91,1.48,5.36,0.88,57.83,8.95,28.63,3.34,9.87,7.04,70.50,530627,-0.15,,
Mar 2019,90.01,13.65%,83.69,73%,8%,4%,8%,6.32,7.02%,0.44,1.09,0.64,5.03,29.82%,3.53,4.57,17.50%,7.72,7.72,20.41,19.34,25.86,19.95,0.76,5.29,73.33,6.31,8.43,2.12,16.55,0.76,49.71,8.75,20.76,2.93,12.61,4.66,73.33,530627,-0.14,,
Mar 2020,92.25,2.49%,83.46,68%,9%,5%,8%,8.79,9.53%,1.00,0.90,2.01,6.88,32.70%,4.62,5.98,13.37%,7.72,7.72,24.22,21.42,41.76,36.29,1.53,4.08,95.12,31.96,36.02,4.07,0.15,0.56,62.45,16.46,24.02,5.13,13.54,3.30,95.12,530627,-0.14,,
TTM,95.45,,83.88,,,,,11.57,12.12%,1.39,1.07,4.55,7.34,,5.07,5.81,,,,,,,,,,,,,,,,,,,,,,,530627,,,
Sep 2020,,,,,,,,,,,,,,,,,,9.55,9.55,25.09,15.05,43.89,37.04,,6.97,93.58,29.33,,,0.15,0.93,63.17,18.28,24.35,2.36,0.00,18.18,93.58,530627,-0.12,,
Mar 2010,49,,35,,20.73%,3.39%,46.08%,15,30%,0,0,0,14,32%,10,26.12,0%,4,3.67,147,0,60,59,,0,210,1,2.22,1.58,0,2,208,77,4,119,7,0,210,541053,,,
Mar 2011,48,-1.93%,33,,14.51%,11.22%,41.59%,16,33%,0,1,0,15,30%,11,28.66,0%,4,3.67,158,0,81,79,,1,242,1,2.38,1.75,0,2,239,84,5,143,4,4,242,541053,,,
Mar 2012,53,9.19%,35,,26.48%,10.18%,30.14%,18,33%,0,1,0,17,29%,12,32.62,0%,4,3.67,170,0,72,51,,21,246,1,2.56,1.97,0,6,239,113,5,116,3,3,246,541053,,,
Mar 2015,40,,19,,-0.00%,7.77%,39.61%,21,53%,-0,0,0,21,28%,15,40.85,0%,4,3.67,213,0,61,55,,6,277,0,0.38,0.00,0,0,276,113,13,98,3,48,277,541053,,,
Mar 2016,33,-17.46%,12,,-0.00%,8.90%,26.29%,21,65%,0,0,0,22,27%,16,43.25,0%,4,3.67,228,0,44,43,,1,277,0,0.30,0.00,0,0,276,104,16,92,2,63,277,541053,,,
Mar 2017,44,34.32%,10,,0.97%,10.22%,11.51%,34,77%,0,0,0,34,19%,28,75.65,0%,4,3.67,257,0,23,21,,1,284,0,3.27,2.89,0,62,222,61,23,132,3,2,284,541053,,,
Mar 2018,62,39.26%,11,,0.82%,6.02%,10.38%,51,83%,0,0,0,51,16%,43,116.99,0%,4,3.67,300,0,102,101,,1,406,0,3.58,3.15,0,67,339,122,5,205,2,3,406,541053,,,
Mar 2019,67,8.34%,12,,0.77%,6.09%,11.11%,55,82%,0,0,0,55,19%,44,120.73,0%,4,3.67,345,0,83,82,,1,432,0,3.88,3.38,0,27,404,126,25,239,4,10,432,541053,,,
Mar 2020,71,6.06%,14,,0.76%,6.50%,12.60%,57,80%,0,0,0,56,21%,45,121.79,0%,4,3.67,389,0,107,106,,1,500,0,3.96,3.57,0,21,479,215,50,195,5,13,500,541053,,,
Mar 2009,110,26.27%,92,33.92%,32.51%,12.20%,4.87%,18,16%,1,4,4,11,35%,7,6.53,19%,11,10.94,19,70,,,,,120,61,97,36,20,4,36,4,3,21,8,-1,120,523323,,,20
Mar 2010,130,17.86%,105,32.32%,31.47%,13.09%,3.98%,25,19%,2,5,5,17,33%,12,10.58,12%,11,10.94,29,108,,,,,174,98,139,41,42,4,29,5,4,13,8,-1,174,523323,,,25
Mar 2011,175,34.33%,139,32.96%,29.71%,13.01%,3.69%,36,21%,1,11,7,20,38%,12,11.05,11%,11,10.94,40,192,,,,,284,185,233,47,38,4,57,6,7,28,1,15,284,523323,,,41
Mar 2012,222,27.27%,179,33.09%,28.63%,14.62%,4.15%,43,20%,2,17,12,16,26%,12,10.92,11%,11,10.94,50,228,,,,,339,288,348,59,0,4,46,7,3,25,2,9,339,523323,,,50
Mar 2013,297,33.62%,227,30.88%,26.05%,16.39%,3.05%,70,24%,3,27,15,31,32%,21,19.42,8%,11,10.94,70,209,,,,,345,279,349,70,5,4,57,9,4,31,3,10,345,523323,,,55
Mar 2014,334,12.43%,261,31.68%,27.34%,15.78%,3.39%,73,22%,5,24,16,37,36%,24,21.68,7%,11,10.94,91,184,,,,,351,277,361,84,5,4,65,10,7,35,4,9,351,523323,,,65
Mar 2015,402,20.22%,307,30.48%,26.99%,16.09%,2.97%,94,23%,7,20,21,59,35%,39,35.37,4%,11,10.94,127,163,,,,,386,281,378,97,17,4,85,8,10,56,6,5,386,523323,,,85
Mar 2016,465,15.86%,374,30.93%,28.51%,17.06%,3.79%,92,20%,8,17,21,62,35%,40,36.95,7%,11,10.94,165,158,,,,,430,337,453,115,10,4,78,9,9,51,6,4,430,523323,,,96
Mar 2017,531,14.13%,406,30.08%,25.57%,16.53%,4.35%,125,23%,6,15,24,92,35%,60,54.81,5%,11,10.94,224,125,,,,,464,354,377,23,6,4,100,9,12,68,7,5,464,523323,,,103
Mar 2018,588,10.78%,459,29.25%,26.86%,16.63%,5.25%,129,22%,7,13,34,89,35%,58,52.99,6%,11,10.94,276,202,,,,,605,443,486,43,13,0,149,11,13,92,10,23,605,523323,,,116
Mar 2019,628,6.81%,494,29.82%,26.28%,17.77%,4.67%,135,21%,8,15,36,93,35%,60,54.96,5%,11,10.94,332,378,,,,,850,469,561,92,227,0,153,10,10,102,12,18,850,523323,,,129
Mar 2020,712,13.26%,540,28.77%,25.30%,17.56%,4.27%,171,24%,10,18,52,112,15%,95,86.44,3%,11,10.94,420,543,,,,,1108,643,787,144,300,0,165,13,8,113,13,18,1108,523323,,,134
TTM,682,,508,,,,,174,26%,11,22,66,97,,88,80.84,,,,,,,,,,,,,,,,,,,,,,,523323,,,
Sep 2008,41,-8.52%,32,26.93%,18.56%,20.35%,12.22%,9,22%,5,0,3,11,36%,7,15.46,19%,4,4.39,79,0,9,3.25,0.54,4.94,92,27,56,29,3,0,63,10,8,38,7,-1,92,522122,,,
Sep 2009,47,14.18%,37,24.62%,21.61%,21.36%,11.85%,10,21%,4,0,3,11,36%,7,16.19,25%,4,4.39,84,0,10,3.57,0.48,5.96,99,27,58,31,0,0,72,13,10,41,8,-1,99,522122,,,
Sep 2010,51,8.77%,40,27.35%,15.41%,19.54%,15.64%,11,22%,4,0,3,13,33%,9,19.51,15%,4,4.39,91,0,13,6.12,0.75,5.86,108,25,58,34,0,0,84,10,10,53,12,-1,108,522122,,,
Sep 2011,54,6.04%,42,26.69%,14.90%,20.06%,16.11%,12,22%,7,0,3,17,30%,12,26.25,11%,4,4.39,101,0,14,6.00,0.63,7.02,119,23,59,36,0,0,96,10,11,40,6,28,119,522122,,,
Sep 2012,58,6.08%,45,28.56%,13.84%,20.52%,15.03%,13,22%,9,0,3,19,30%,13,29.64,10%,4,4.39,113,0,15,6.24,0.92,7.50,132,21,56,36,10,0,100,9,12,71,8,-0,132,522122,,,
Sep 2013,59,2.51%,46,29.68%,13.23%,18.74%,15.37%,14,23%,8,0,3,19,34%,13,29.28,10%,4,4.39,124,0,18,8.10,0.60,9.12,146,19,57,38,17,0,111,8,16,80,5,1,146,522122,,,
Mar 2015,102,72.87%,77,29.96%,14.00%,18.50%,13.06%,25,24%,14,0,6,33,35%,21,48.67,9%,4,4.39,143,0,19,10.08,0.73,7.80,166,35,74,39,8,0,123,10,17,88,8,-0,166,522122,,,
Mar 2016,76,-26.19%,55,26.39%,19.62%,13.90%,12.66%,21,27%,8,0,5,24,34%,15,35.22,11%,4,4.39,156,0,18,7.82,0.59,10.07,179,46,90,44,1,0,131,9,19,95,7,1,179,522122,,,
Mar 2017,82,7.94%,56,26.28%,16.99%,13.41%,12.34%,25,31%,8,0,6,27,35%,18,40.25,10%,4,4.39,173,0,16,7.15,1.33,7.83,194,42,48,6,1,0,151,10,20,116,4,1,194,522122,,,
Mar 2018,94,15.44%,69,33.45%,15.48%,13.23%,11.44%,25,26%,9,0,6,28,34%,18,41.25,22%,4,4.39,190,0,20,9.86,1.35,8.96,214,37,49,12,10,0,167,8,18,135,3,3,214,522122,,,
Mar 2019,112,19.04%,83,36.37%,14.64%,12.21%,10.64%,29,26%,9,0,6,32,29%,23,52.59,10%,4,4.39,208,0,24,11.20,1.62,11.07,236,50,68,17,23,0,163,13,17,126,6,1,236,522122,,,
Mar 2020,118,4.98%,86,33.65%,16.24%,13.01%,10.21%,32,27%,8,0,7,33,26%,25,55.87,9%,4,4.39,230,0,23,11.76,1.48,9.98,257,68,92,24,12,0,178,17,17,137,5,2,257,522122,,,
TTM,118,,85,,,,,33,28%,9,0,7,34,,25,57.73,,,,,,,,,,,,,,,,,,,,,,,522122,,,
Sep 2020,,,,,,,,,,,,,,,,,,4,4.39,240,0,25,10.21,,15.07,270,67,,,11,0,192,15,21,150,0,5,270,522122,,,
Mar 2014,1239,,1127,64%,20%,4%,2%,112,9%,51,23,37,103,25%,58,60.08,7%,10,9.71,713,190,,,,,1504,553,871,317,23,423,505,162,190,77,38,36,1504,500243,,,592
Mar 2015,1368,10.45%,1222,60%,21%,5%,3%,147,11%,52,30,51,117,27%,62,63.50,32%,10,9.71,750,133,,,,,1482,548,910,362,31,422,480,118,176,120,29,36,1482,500243,,,589
Mar 2016,1119,-18.25%,970,53%,24%,7%,4%,148,13%,56,24,45,136,26%,72,74.46,27%,10,9.71,799,108,,,,,1432,556,962,406,8,511,357,93,140,50,39,35,1432,500243,,,515
Mar 2017,1137,1.66%,968,52%,23%,7%,4%,170,15%,50,14,47,159,25%,75,77.66,26%,10,9.71,875,97,,,,,1578,587,1020,433,19,505,467,122,198,84,39,25,1578,500243,,,597
Mar 2018,1826,60.59%,1674,68%,19%,5%,0%,152,8%,2,13,51,91,25%,50,51.10,41%,10,9.71,1779,88,,,,,2706,599,1071,473,76,1423,608,217,293,32,35,31,2706,500243,,,829
Mar 2019,2222,21.67%,1962,61%,18%,5%,4%,260,12%,2,18,57,188,30%,84,86.60,24%,10,9.71,1356,138,,,,,2441,650,1176,526,62,933,796,246,380,28,142,0,2441,500243,,,938
Mar 2020,1916,-13.79%,1650,59%,16%,5%,6%,265,14%,14,19,60,200,25%,96,98.77,10%,10,9.71,1023,324,,,,,2309,897,1473,577,144,541,727,236,293,44,153,0,2309,500243,,,952
TTM,1629,,1372,,,,,257,16%,41,22,69,206,,90,92.42,,,,,,,,,,,,,,,,,,,,,,,500243,,,
Sep 2020,,,,,,,,,,,,,,,,,,10,9.71,1258,268,,,,,2447,971,,,69,718,689,211,257,81,0,140,2447,500243,,,911
Mar 2015,41,,38,68%,13%,6%,6%,3,7%,0,0,0,3,33%,2,2.10,0%,3,3.42,8,0,11,9.66,,1.58,23,7,46,39,0,0,16,0,9,4,0,2,23,539148,0.00,,
Mar 2016,110,166.03%,99,63%,10%,8%,10%,10,9%,1,5,2,5,33%,3,3.66,0%,3,3.42,11,31,36,28.65,,5.96,81,27,48,21,0,0,53,12,23,3,12,3,81,539148,1.27,,
Mar 2017,123,12.31%,105,59%,10%,8%,9%,18,15%,1,6,2,11,25%,8,9.84,4%,3,3.42,7,32,52,27.16,,9.09,94,27,51,23,0,0,66,15,31,5,12,3,94,539148,15.55,,
Mar 2018,155,25.71%,131,61%,10%,8%,6%,24,16%,3,4,2,20,25%,15,14.39,3%,4,4.21,45,22,81,26.56,,8.75,152,40,66,26,0,0,111,17,46,26,17,5,152,539148,45.48,,
Mar 2019,171,9.93%,147,65%,8%,8%,6%,24,14%,8,3,3,26,20%,14,9.88,5%,7,6.89,158,20,103,37.60,,10.76,288,41,69,28,26,0,222,21,52,95,43,10,288,539148,54.37,,
Mar 2020,186,9.22%,157,61%,10%,9%,5%,29,16%,3,2,4,27,17%,14,10.17,2%,7,6.89,169,12,140,53.29,,13.63,328,52,83,31,102,0,175,20,58,9,70,17,328,539148,73.27,,
TTM,187,,158,,,,,30,16%,2,1,5,25,,13,9.55,,,,,,,,,,,,,,,,,,,,,,,539148,,,
Sep 2020,,,,,,,,,,,,,,,,,,7,6.89,252,22,58,45.12,,13.02,338,140,,,47,0,152,10,75,3,2,62,338,539148,0.00,,
Mar 2011,687,,731,,0%,96%,10%,-44,-6%,11,0,7,-39,-0%,-39,-99.35,-0%,0,0.40,21,3,72,3,3,66,97,21,41,20,-0,-0,75,2,34,18,5,16,97,539658,0,,
Mar 2012,926,34.80%,944,,0%,98%,4%,-19,-2%,6,0,4,-16,-0%,-16,-32.29,-0%,1,0.51,104,8,84,3,8,73,197,19,41,22,-0,0,177,1,54,82,12,28,197,539658,0,,
Mar 2013,1251,35.09%,1256,,0%,97%,3%,-5,-0%,5,1,4,-4,-0%,-4,-7.24,-0%,1,0.51,100,12,111,1,5,105,224,11,31,20,-0,0,213,1,62,78,33,40,224,539658,0,,
Mar 2014,1530,22.30%,1518,,0%,97%,2%,12,1%,8,0,2,18,-0%,18,34.95,-0%,1,0.51,118,1,124,7,7,109,243,11,31,20,-0,0,233,0,59,85,48,40,243,539658,0,,
Mar 2015,2007,31.21%,1983,,0%,97%,2%,24,1%,11,0,3,33,6%,31,60.23,-0%,1,0.51,148,-0,164,7,9,148,313,5,27,22,4,0,303,0,81,115,47,60,313,539658,0,,
Mar 2016,2505,24.80%,2479,,0%,97%,1%,26,1%,15,1,3,38,34%,25,14.51,-0%,17,17.10,294,19,248,9,12,227,579,11,36,25,-0,0,567,0,120,259,97,91,579,539658,0,,
Mar 2017,3041,21.41%,3004,,0%,97%,2%,37,1%,22,1,6,52,-12%,58,33.67,-0%,17,17.10,349,1,306,10,13,284,673,107,113,6,-0,10,556,0,173,160,100,123,673,539658,0,,
Mar 2018,3624,19.16%,3556,,0%,96%,2%,69,2%,16,2,9,73,-1%,73,42.97,-0%,17,17.10,425,7,437,18,52,368,886,138,153,15,0,59,689,0,223,142,128,195,886,539658,0,,
Mar 2019,4448,22.72%,4354,,0%,94%,3%,94,2%,18,5,11,96,-2%,98,57.34,-0%,17,17.10,522,11,540,28,26,485,1090,152,172,20,6,41,890,0,264,123,221,282,1090,539658,0,,
Mar 2020,5201,16.93%,5108,,0%,95%,3%,93,2%,31,12,29,83,58%,35,20.46,-0%,17,17.10,555,124,559,38,25,497,1255,265,300,35,11,25,954,0,296,97,189,372,1255,539658,0,,
TTM,4947,,4853,,,,,94,2%,35,11,33,85,,32,18.57,,,,,,,,,,,,,,,,,,,,,,,539658,,,
Sep 2020,,,,,,,,,,,,,,,,,,17,17.10,592,91,589,33,,553,1289,283,,,-0,11,995,0,248,153,148,446,1289,539658,3,,
Mar 2009,3485,41.66%,2795,38.74%,13.96%,19.21%,8.30%,690,20%,96,326,163,297,9%,283,19.20,8%,15,14.76,1528,3942,1278,472,0,773,6762,3745,4648,903,503,271,2243,596,504,382,877,-116,6762,530019,32,,
Mar 2010,3749,7.57%,3064,39.26%,14.15%,20.04%,8.29%,684,18%,27,69,125,518,19%,421,26.56,8%,16,15.88,2185,3173,1450,502,0,911,6825,3819,4845,1026,506,256,2244,691,519,504,619,-89,6825,530019,38,,
Mar 2011,3420,-8.78%,2854,39.18%,15.62%,21.13%,7.54%,565,17%,-25,120,180,241,6%,230,14.42,14%,16,15.93,2156,3926,1434,304,0,1089,7532,3991,5163,1172,667,33,2841,691,520,1045,488,97,7532,530019,42,,
Mar 2012,4270,24.86%,3379,37.74%,15.20%,19.60%,6.59%,891,21%,-318,238,221,114,60%,15,0.91,328%,16,15.93,2241,3818,1688,441,0,1178,7763,4460,6084,1473,686,19,2598,1020,653,267,487,172,7763,530019,69,,
Mar 2013,5132,20.20%,4134,40.15%,13.95%,18.84%,7.60%,999,19%,-93,311,254,341,45%,153,9.59,31%,16,15.93,2460,4245,1650,647,0,891,8371,4967,6870,1903,437,26,2941,1116,709,356,607,153,8371,530019,112,,
Mar 2014,5762,12.28%,4763,42.38%,13.67%,19.18%,7.43%,999,17%,-173,337,281,207,34%,109,6.84,43%,15,15.45,2611,4395,1842,718,0,966,8864,5099,7331,2232,472,34,3259,1341,806,480,679,-47,8864,530019,158,,
Mar 2015,5751,-0.20%,5141,46.29%,14.30%,18.97%,9.84%,610,11%,86,368,288,40,200%,-58,-3.63,-83%,16,15.93,2438,4793,1372,721,0,651,8619,4911,7362,2451,597,40,3071,1235,819,394,654,-31,8619,530019,0,,
Mar 2016,5749,-0.03%,4493,36.83%,13.87%,19.57%,7.88%,1256,22%,4,371,347,542,29%,392,24.60,12%,16,15.54,2951,4493,1280,612,29,677,8740,5104,5391,286,611,85,2939,1203,950,345,462,-21,8740,530019,-38,,
Mar 2017,5861,1.95%,4510,34.11%,12.98%,21.00%,8.85%,1352,23%,19,341,291,738,22%,576,36.14,8%,16,15.58,3420,4045,1417,749,31,684,8899,5107,5672,566,684,103,3006,1220,1005,460,405,-84,8899,530019,-47,,
Mar 2018,7518,28.26%,5995,38.16%,11.96%,20.70%,8.94%,1522,20%,36,284,415,859,26%,643,40.35,7%,16,15.58,4071,3469,1902,1136,0,817,9457,5401,6289,888,671,124,3262,1391,1131,249,579,-88,9457,530019,-52,,
Mar 2019,9111,21.19%,7367,38.66%,11.11%,21.14%,9.95%,1744,19%,-249,220,371,904,36%,574,36.06,12%,16,15.93,4793,4840,1670,1020,0,649,11319,5648,6906,1257,901,115,4654,1417,1272,1370,675,-80,11319,530019,0,,
Mar 2020,9154,0.48%,7205,34.31%,11.64%,23.24%,9.52%,1950,21%,10,287,462,1211,26%,898,56.39,9%,16,15.93,5588,4808,1898,1090,0,808,12310,6340,8042,1702,768,69,5133,1845,1293,1400,711,-117,12310,530019,0,,
TTM,8974,,7142,,,,,1832,20%,6,283,471,1085,,776,48.70,,,,,,,,,,,,,,,,,,,,,,,530019,,,
Sep 2020,,,,,,,,,,,,,,,,,,16,15.93,5963,3999,2408,1089,,1319,12386,6864,,,259,78,5186,1811,1287,1173,54,861,12386,530019,0,,
Mar 2017,195,,174,66%,9%,7%,7%,22,11%,3,14,5,5,33%,4,0.37,0%,10,10.00,7,132,29,19.59,,9.78,178,58,86,28,0,0,120,60,43,8,5,4,178,541167,,,
Mar 2018,250,27.92%,223,66%,9%,6%,7%,27,11%,4,15,6,10,22%,8,7.31,0%,11,10.90,23,153,45,32.88,,12.06,232,69,104,34,0,0,162,73,55,16,13,6,232,541167,,,
Mar 2019,340,36.13%,303,68%,11%,5%,6%,37,11%,3,16,7,17,29%,12,10.91,0%,11,10.90,35,151,54,40.74,,12.78,250,73,73,0,23,0,154,68,58,8,15,5,250,541167,,,
Mar 2020,297,-12.64%,258,63%,10%,7%,6%,39,13%,3,15,9,17,29%,12,11.00,0%,11,10.90,47,169,48,32.97,,14.95,274,103,103,0,12,0,160,73,60,8,12,6,274,541167,,,
TTM,310,,266,,,,,44,14%,3,17,11,19,,13,11.91,,,,,,,,,,,,,,,,,,,,,,,541167,,,
Sep 2020,,,,,,,,,,,,,,,,,,11,10.90,53,164,63,31.29,,32.11,291,120,,,0,0,171,81,63,7,3,17,291,541167,,,
Mar 2009,85,-2.29%,69,41.35%,18.66%,11.69%,9.30%,16,19%,2,4,3,11,38%,7,0.47,32%,8,7.61,38,41,16,3.91,0.00,12.55,103,30,54,24,3,0,70,33,27,3,8,-0,103,519105,,,
Mar 2010,84,-2.18%,68,42.06%,17.98%,12.13%,9.47%,15,18%,2,4,3,10,35%,7,0.44,34%,8,7.61,43,48,21,7.85,0.00,13.08,119,38,65,27,0,0,81,33,36,3,9,-0,119,519105,,,
Mar 2011,148,76.43%,122,52.65%,14.20%,8.83%,7.02%,26,17%,-0,5,3,17,34%,11,0.73,34%,8,7.61,49,56,27,9.00,0.00,18.03,139,37,67,30,0,0,102,30,59,3,11,0,139,519105,,,
Mar 2012,239,61.75%,149,33.75%,13.26%,7.39%,8.04%,90,38%,1,6,4,80,32%,55,3.60,17%,8,7.61,94,39,56,13.00,0.00,42.53,196,39,71,32,0,0,157,66,51,8,32,-0,196,519105,,,
Mar 2013,267,11.90%,184,42.39%,12.10%,7.86%,6.46%,83,31%,0,6,4,73,34%,48,3.14,20%,8,7.61,131,35,54,12.53,0.00,41.31,228,45,78,32,3,1,179,90,45,9,35,0,228,519105,,,
Mar 2014,290,8.43%,216,43.11%,13.92%,9.47%,8.11%,74,25%,1,2,5,67,37%,42,2.76,27%,15,15.23,152,5,64,20.07,0.00,43.70,237,51,85,34,0,15,171,85,37,16,33,-0,237,519105,,,
Mar 2015,261,-9.73%,214,45.15%,14.55%,12.95%,9.15%,48,18%,3,4,6,41,35%,26,1.73,29%,15,15.23,171,7,44,11.92,0.00,32.04,237,53,92,38,2,7,175,90,42,15,28,0,237,519105,,,
Mar 2016,274,5.04%,236,53.29%,13.91%,10.77%,7.83%,39,14%,2,1,6,33,35%,22,1.42,28%,15,15.23,185,10,39,11.12,0.00,27.94,249,58,102,44,1,28,162,74,52,11,25,0,249,519105,,,
Mar 2017,311,13.41%,269,53.37%,14.01%,10.15%,8.96%,42,14%,5,2,7,38,36%,24,1.61,25%,15,15.23,209,15,36,17.78,0.21,17.78,275,57,64,7,0,38,180,93,55,13,9,9,275,519105,,,
Mar 2018,328,5.36%,295,56.36%,14.26%,11.64%,7.80%,33,10%,13,3,7,36,32%,24,1.59,25%,15,15.23,223,36,55,34.69,0.62,19.85,330,56,70,14,28,30,215,94,63,9,29,20,330,519105,,,
Mar 2019,339,3.40%,297,45.34%,19.09%,13.71%,9.57%,42,12%,4,5,11,30,30%,21,1.37,29%,15,15.23,236,81,56,34.67,0.00,21.08,389,98,121,23,0,7,283,144,82,12,42,5,389,519105,,,
Mar 2020,396,16.88%,339,48.08%,15.29%,12.77%,9.46%,57,14%,7,6,14,45,24%,34,2.23,27%,15,15.23,260,46,57,22.65,9.55,24.85,378,99,135,36,0,8,271,122,75,19,51,3,378,519105,,,
TTM,444,,382,,,,,62,14%,6,4,15,49,,38,2.51,,,,,,,,,,,,,,,,,,,,,,,519105,,,
Sep 2020,,,,,,,,,,,,,,,,,,15,15.23,273,67,86,47.20,,38.86,441,92,,,0,8,341,179,93,26,3,40,441,519105,,,
Mar 2012,0.00,,0.00,,,,,0.00,,0.00,0.00,0.00,0.00,,0.00,0.00,,0.02,0.02,0.00,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.00,0.01,0.00,0.01,0.02,NSE - SM : IRISDOREME,,,
Mar 2013,18.14,,17.12,65.10%,14.99%,2.43%,11.85%,1.02,5.62%,0.29,0.08,0.41,0.82,30.49%,0.57,2.12,0.00%,2.69,2.69,0.57,12.30,4.87,2.41,0.32,2.14,20.43,6.66,7.07,0.41,0.09,0.00,13.68,6.51,3.41,2.79,0.23,0.74,20.43,NSE - SM : IRISDOREME,,,
Mar 2014,24.68,36.05%,21.37,56.00%,17.14%,5.19%,8.27%,3.31,13.41%,0.31,1.58,1.05,0.99,30.30%,0.68,2.53,0.00%,2.69,2.69,1.25,16.80,8.20,6.16,0.87,1.17,28.94,6.26,7.72,1.45,0.00,0.00,22.68,12.26,5.35,1.37,0.18,3.52,28.94,NSE - SM : IRISDOREME,,,
Mar 2018,52.87,,44.09,50.29%,5.73%,14.94%,12.43%,8.78,16.61%,0.23,2.44,1.88,4.69,29.64%,3.31,11.78,0.00%,2.81,2.81,7.32,22.24,8.88,6.42,0.00,2.46,41.25,14.88,21.31,6.44,0.01,0.00,26.36,11.03,10.54,1.86,2.45,0.48,41.25,NSE - SM : IRISDOREME,,,
Mar 2019,61.57,16.46%,50.37,47.72%,8.85%,15.04%,10.20%,11.20,18.19%,0.14,1.88,2.37,7.09,28.63%,5.06,10.86,0.00%,4.66,4.66,23.92,21.21,11.83,10.56,0.02,1.25,61.62,13.87,22.68,8.81,10.43,0.00,37.32,23.26,9.58,2.14,1.66,0.68,61.62,NSE - SM : IRISDOREME,,,
Mar 2020,60.20,-2.23%,46.57,41.88%,10.02%,16.89%,8.57%,13.63,22.64%,0.19,3.26,5.01,5.55,29.01%,3.94,8.45,0.00%,4.66,4.66,27.50,33.58,15.84,14.45,0.00,1.39,81.58,34.11,47.87,13.76,0.00,0.00,47.47,30.76,11.52,2.27,2.21,0.71,81.58,NSE - SM : IRISDOREME,,,
Mar 2009,63,6.59%,60,59%,14%,12%,10%,3,5%,1,4,4,-4,34%,-2,-3.27,0%,7,7.32,14,47,,,,,80,45,80,35,2,2,31,7,16,2,8,-1,80,501423,,,12
Mar 2010,95,49.57%,83,57%,14%,10%,6%,12,13%,1,6,5,2,6%,2,2.88,0%,7,7.32,16,52,,,,,94,46,86,40,0,1,47,10,24,3,12,-2,94,501423,,,18
